SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating
SESSION00279,Undergraduate,Biology,2025-02-08,33.35,12,Studying,4,Idea Drafted,1,3.3
SESSION00280,Undergraduate,History,2024-11-30,11.31,4,Studying,4,Assignment Completed,1,3.6
SESSION00281,Undergraduate,Psychology,2025-06-12,6.85,1,Studying,4,Confused,0,3.9
SESSION00282,Undergraduate,Engineering,2025-02-03,46.75,10,Writing,4,Assignment Completed,1,3.8
SESSION00283,Graduate,Math,2024-10-13,30.02,7,Homework Help,3,Confused,0,2.2
SESSION00284,Graduate,Engineering,2024-10-06,25.69,6,Research,2,Gave Up,1,1.0
SESSION00285,High School,Computer Science,2024-09-28,32.81,9,Writing,2,Assignment Completed,1,1.0
SESSION00286,Undergraduate,History,2025-02-18,16.3,5,Research,2,Confused,0,1.0
SESSION00287,Graduate,Computer Science,2025-05-22,6.57,1,Studying,2,Confused,1,1.3
SESSION00288,Undergraduate,Biology,2025-06-04,14.75,3,Studying,4,Assignment Completed,1,4.6
SESSION00289,Undergraduate,Biology,2024-08-11,28.55,8,Homework Help,3,Assignment Completed,1,3.2
SESSION00290,High School,Computer Science,2025-03-25,33.99,15,Studying,5,Assignment Completed,1,4.8
SESSION00291,High School,Biology,2024-12-04,26.87,7,Studying,4,Assignment Completed,0,3.9
SESSION00292,High School,Math,2024-10-01,16.5,3,Studying,3,Assignment Completed,0,2.2
SESSION00293,High School,Biology,2025-03-02,32.25,8,Writing,5,Assignment Completed,0,4.1
SESSION00294,High School,Biology,2025-02-14,47.14,14,Studying,3,Confused,1,2.6
SESSION00295,Undergraduate,Biology,2025-01-03,51.31,17,Brainstorming,3,Idea Drafted,0,2.8
SESSION00296,Undergraduate,Math,2024-06-24,7.44,1,Writing,5,Idea Drafted,0,5.0
SESSION00297,Undergraduate,History,2024-08-07,5.22,1,Studying,5,Confused,0,5.0
SESSION00298,Undergraduate,Psychology,2024-11-28,21.84,5,Writing,3,Assignment Completed,1,1.8
SESSION00299,High School,Math,2025-02-08,16.6,3,Coding,4,Confused,1,4.2
SESSION00300,Undergraduate,Biology,2024-09-06,15.18,3,Coding,4,Assignment Completed,1,4.6
SESSION00301,Undergraduate,Biology,2025-04-10,7.5,2,Writing,4,Idea Drafted,1,5.0
SESSION00302,High School,Psychology,2024-09-30,26.34,6,Writing,4,Assignment Completed,1,2.6
SESSION00303,Undergraduate,Biology,2025-03-19,5.5,1,Homework Help,3,Confused,1,2.4
SESSION00304,Undergraduate,Math,2024-08-12,11.76,3,Research,3,Confused,1,3.5
SESSION00305,Undergraduate,Psychology,2025-02-02,25.46,10,Coding,2,Assignment Completed,1,1.9
SESSION00306,High School,Math,2024-09-03,9.37,2,Coding,4,Idea Drafted,0,4.6
SESSION00307,Graduate,Business,2025-05-06,7.17,2,Coding,1,Assignment Completed,0,1.5
SESSION00308,High School,Engineering,2025-02-27,5.81,1,Homework Help,5,Confused,1,5.0
SESSION00309,High School,Business,2025-02-04,35.62,13,Studying,3,Idea Drafted,1,2.5
SESSION00310,Undergraduate,Business,2024-08-09,16.58,3,Writing,2,Assignment Completed,1,3.3
SESSION00311,Undergraduate,Computer Science,2025-03-11,3.82,1,Studying,2,Gave Up,0,2.3
SESSION00312,High School,Biology,2024-09-28,5.55,2,Studying,3,Assignment Completed,1,3.5
SESSION00313,Graduate,Engineering,2024-08-14,33.36,12,Homework Help,5,Assignment Completed,1,5.0
SESSION00314,Undergraduate,History,2025-03-27,9.81,2,Homework Help,5,Assignment Completed,1,5.0
SESSION00315,High School,History,2024-07-09,47.09,15,Studying,4,Assignment Completed,1,4.8
SESSION00316,Undergraduate,Computer Science,2024-09-21,16.69,8,Coding,3,Assignment Completed,1,2.5
SESSION00317,Undergraduate,History,2024-09-29,31.75,10,Coding,5,Confused,1,5.0
SESSION00318,Graduate,Biology,2025-04-09,3.3,1,Writing,4,Idea Drafted,1,5.0
SESSION00319,Undergraduate,Biology,2024-07-12,6.4,1,Coding,2,Assignment Completed,1,1.8
SESSION00320,Undergraduate,History,2025-04-03,4.74,1,Writing,3,Confused,1,3.7
SESSION00321,Graduate,Psychology,2024-07-22,10.98,3,Homework Help,4,Idea Drafted,1,5.0
SESSION00322,Undergraduate,Business,2025-03-16,7.29,2,Writing,2,Assignment Completed,0,3.2
SESSION00323,Graduate,Engineering,2024-11-24,32.5,10,Homework Help,3,Idea Drafted,1,3.1
SESSION00324,Graduate,Engineering,2024-08-14,14.26,2,Coding,4,Confused,0,3.2
SESSION00325,Undergraduate,Psychology,2024-09-16,4.1,1,Studying,3,Idea Drafted,1,4.1
SESSION00326,Undergraduate,Business,2024-10-09,2.85,1,Writing,5,Assignment Completed,1,5.0
SESSION00327,High School,Biology,2024-08-06,19.02,6,Studying,2,Idea Drafted,1,2.4
SESSION00328,High School,Psychology,2025-02-02,16.06,4,Research,5,Gave Up,0,4.5
SESSION00329,Graduate,Computer Science,2024-06-25,25.85,5,Coding,3,Idea Drafted,1,2.3
SESSION00330,High School,Computer Science,2025-03-04,40.09,14,Homework Help,4,Confused,0,4.2
SESSION00331,High School,Psychology,2024-09-13,43.18,11,Writing,4,Assignment Completed,1,4.6
SESSION00332,Undergraduate,Business,2025-03-29,20.72,5,Studying,4,Idea Drafted,1,4.8
SESSION00333,Graduate,Business,2024-08-06,32.63,12,Studying,2,Assignment Completed,1,2.0
SESSION00334,Graduate,History,2025-05-12,25.56,8,Coding,4,Idea Drafted,1,4.0
SESSION00335,Undergraduate,History,2025-03-21,16.77,3,Studying,3,Assignment Completed,1,2.5
SESSION00336,Undergraduate,Math,2024-06-29,11.91,3,Homework Help,5,Assignment Completed,1,4.6
SESSION00337,Undergraduate,Computer Science,2024-12-01,41.87,9,Writing,3,Confused,0,2.4
SESSION00338,Undergraduate,Engineering,2024-08-04,39.77,9,Writing,3,Assignment Completed,1,3.0
SESSION00339,Graduate,Biology,2024-11-03,33.45,9,Writing,4,Gave Up,0,3.7
SESSION00340,Undergraduate,Business,2024-09-12,23.0,5,Coding,3,Confused,0,3.8
SESSION00341,Undergraduate,Engineering,2024-12-14,15.82,3,Homework Help,2,Assignment Completed,1,1.0
SESSION00342,Undergraduate,Business,2024-08-19,10.32,2,Writing,2,Assignment Completed,1,2.6
SESSION00343,Undergraduate,Business,2024-08-20,15.62,6,Studying,4,Idea Drafted,1,3.1
SESSION00344,High School,Math,2025-04-01,19.67,4,Writing,4,Assignment Completed,0,3.1
SESSION00345,Undergraduate,Math,2025-03-02,12.47,3,Coding,4,Gave Up,1,4.0
SESSION00346,Graduate,Psychology,2025-04-25,36.36,8,Writing,4,Idea Drafted,1,2.5
SESSION00347,High School,Biology,2024-08-10,10.01,3,Studying,4,Confused,1,4.4
SESSION00348,Undergraduate,Computer Science,2025-05-27,15.63,4,Studying,5,Confused,1,5.0
SESSION00349,Undergraduate,History,2024-11-14,7.9,1,Studying,5,Assignment Completed,1,5.0
SESSION00350,Undergraduate,Business,2024-10-28,0.03,1,Homework Help,5,Idea Drafted,1,5.0
SESSION00351,Undergraduate,Computer Science,2024-11-30,11.89,3,Writing,1,Idea Drafted,1,1.0
SESSION00352,High School,Biology,2024-11-18,20.59,9,Studying,2,Idea Drafted,1,1.7
SESSION00353,Undergraduate,History,2025-03-07,7.79,1,Writing,2,Assignment Completed,0,2.0
SESSION00354,High School,Business,2025-01-11,14.18,4,Writing,3,Assignment Completed,1,2.7
SESSION00355,High School,Business,2025-03-15,13.67,4,Writing,5,Assignment Completed,0,4.6
SESSION00356,Undergraduate,Psychology,2024-10-08,22.26,8,Writing,3,Idea Drafted,0,3.5
SESSION00357,Undergraduate,Biology,2024-12-13,5.67,1,Writing,5,Confused,0,4.5
SESSION00358,Undergraduate,Engineering,2025-03-08,9.04,1,Brainstorming,3,Idea Drafted,1,3.9
SESSION00359,High School,History,2024-09-10,39.09,8,Coding,3,Idea Drafted,1,3.4
SESSION00360,Undergraduate,Psychology,2025-05-23,24.22,5,Coding,3,Assignment Completed,0,2.5
SESSION00361,Undergraduate,Math,2025-02-25,10.69,3,Coding,4,Gave Up,0,4.4
SESSION00362,Undergraduate,History,2024-08-19,10.15,3,Studying,3,Idea Drafted,1,3.4
SESSION00363,Undergraduate,Business,2024-09-12,19.26,5,Writing,4,Assignment Completed,1,4.1
SESSION00364,Undergraduate,Psychology,2024-11-22,7.04,2,Coding,3,Idea Drafted,1,3.2
SESSION00365,Undergraduate,Math,2024-11-08,14.84,3,Homework Help,5,Assignment Completed,0,4.6
SESSION00366,Undergraduate,Math,2024-09-05,9.61,2,Homework Help,4,Assignment Completed,0,5.0
SESSION00367,Undergraduate,Computer Science,2025-05-27,14.03,6,Writing,2,Idea Drafted,0,1.2
SESSION00368,High School,Psychology,2025-03-09,4.78,1,Coding,1,Gave Up,0,1.9
SESSION00369,Undergraduate,Psychology,2025-05-23,12.03,3,Writing,2,Assignment Completed,1,2.9
SESSION00370,Graduate,History,2025-03-08,0.94,1,Coding,3,Assignment Completed,1,3.2
SESSION00371,Undergraduate,Math,2024-09-26,7.55,3,Homework Help,3,Idea Drafted,1,1.0
SESSION00372,Undergraduate,Engineering,2024-12-31,11.97,2,Studying,4,Idea Drafted,0,3.8
SESSION00373,Undergraduate,Biology,2024-12-30,21.68,4,Studying,3,Assignment Completed,1,3.3
SESSION00374,Undergraduate,Math,2024-10-08,3.93,1,Coding,4,Assignment Completed,1,4.5
SESSION00375,Undergraduate,Business,2024-12-10,3.32,1,Coding,2,Assignment Completed,0,2.1
SESSION00376,High School,Biology,2024-07-13,13.91,3,Homework Help,5,Assignment Completed,0,4.6
SESSION00377,Graduate,Engineering,2024-09-29,8.47,1,Homework Help,4,Idea Drafted,0,2.4
SESSION00378,Undergraduate,Business,2024-06-25,6.53,2,Homework Help,3,Assignment Completed,1,2.8
SESSION00379,Graduate,Engineering,2024-12-09,30.96,6,Homework Help,4,Assignment Completed,1,2.4
SESSION00380,Undergraduate,Math,2024-12-21,17.85,5,Writing,3,Assignment Completed,1,5.0
SESSION00381,Undergraduate,Psychology,2024-08-24,31.31,6,Coding,4,Confused,1,4.1
SESSION00382,Graduate,Math,2024-07-17,18.08,8,Brainstorming,3,Confused,0,3.5
SESSION00383,High School,Business,2025-04-23,9.85,3,Coding,4,Assignment Completed,1,3.8
SESSION00384,Graduate,Psychology,2025-06-04,33.06,10,Coding,2,Assignment Completed,0,1.1
SESSION00385,Undergraduate,Psychology,2025-05-13,40.6,9,Studying,2,Assignment Completed,1,2.2
SESSION00386,High School,Math,2024-07-17,11.01,2,Brainstorming,2,Idea Drafted,1,1.4
SESSION00387,Undergraduate,Engineering,2025-04-10,10.49,4,Writing,3,Idea Drafted,0,4.7
SESSION00388,Undergraduate,History,2024-12-19,17.66,4,Coding,2,Idea Drafted,1,2.0
SESSION00389,Undergraduate,Business,2025-01-13,61.31,18,Studying,3,Assignment Completed,1,3.2
SESSION00390,Undergraduate,History,2024-10-14,28.8,6,Brainstorming,2,Idea Drafted,1,1.6
SESSION00391,Undergraduate,Math,2024-09-11,3.53,1,Coding,3,Assignment Completed,1,4.1
SESSION00392,Undergraduate,Engineering,2024-12-01,12.87,4,Research,5,Assignment Completed,1,5.0
SESSION00393,Graduate,Engineering,2024-08-05,3.54,1,Writing,4,Assignment Completed,1,4.2
SESSION00394,Undergraduate,Psychology,2025-06-01,6.99,2,Coding,2,Assignment Completed,1,2.9
SESSION00395,High School,Biology,2024-10-13,23.69,5,Studying,3,Assignment Completed,1,3.5
SESSION00396,High School,Biology,2024-08-17,28.33,12,Coding,5,Confused,0,5.0
SESSION00397,High School,History,2024-10-12,22.81,5,Writing,3,Idea Drafted,1,3.7
SESSION00398,Undergraduate,Business,2024-10-10,12.61,5,Homework Help,5,Confused,1,4.2
SESSION00399,High School,Biology,2024-08-31,5.02,1,Writing,3,Assignment Completed,1,2.3
SESSION00400,Graduate,History,2024-12-06,35.16,7,Coding,5,Assignment Completed,1,5.0
SESSION00401,Graduate,Biology,2025-04-18,20.06,9,Writing,4,Assignment Completed,1,2.7
SESSION00402,Undergraduate,Engineering,2024-06-29,7.0,2,Coding,3,Assignment Completed,1,2.9
SESSION00403,Graduate,History,2024-12-24,15.1,3,Writing,2,Confused,1,3.7
SESSION00404,Graduate,History,2025-04-25,24.65,6,Coding,4,Idea Drafted,1,4.3
SESSION00405,Undergraduate,Biology,2025-04-16,17.26,3,Writing,4,Idea Drafted,1,4.6
SESSION00406,Graduate,Biology,2025-01-15,5.97,2,Writing,2,Idea Drafted,1,1.0
SESSION00407,Undergraduate,History,2024-07-19,51.62,11,Studying,3,Gave Up,0,3.0
SESSION00408,Graduate,Engineering,2025-02-06,3.38,1,Homework Help,2,Assignment Completed,1,2.2
SESSION00409,Undergraduate,Engineering,2024-12-17,10.12,4,Studying,1,Idea Drafted,1,1.0
SESSION00410,Undergraduate,Engineering,2024-11-06,12.91,4,Coding,3,Confused,0,3.1
SESSION00411,Graduate,History,2024-10-19,7.62,2,Coding,4,Gave Up,0,5.0
SESSION00412,Undergraduate,Business,2025-03-01,15.6,5,Studying,3,Assignment Completed,0,2.9
SESSION00413,Undergraduate,History,2024-09-19,17.95,3,Research,2,Assignment Completed,1,2.1
SESSION00414,High School,Business,2024-12-15,62.76,17,Homework Help,4,Idea Drafted,1,3.6
SESSION00415,Undergraduate,Engineering,2024-09-10,8.1,1,Studying,2,Idea Drafted,1,1.0
SESSION00416,Undergraduate,Psychology,2025-03-18,7.89,1,Studying,4,Assignment Completed,1,4.3
SESSION00417,Undergraduate,Biology,2025-05-25,9.01,1,Writing,4,Assignment Completed,1,4.3
SESSION00418,High School,Engineering,2024-10-09,28.71,6,Homework Help,5,Assignment Completed,1,5.0
SESSION00419,High School,Psychology,2025-05-16,25.06,6,Homework Help,5,Assignment Completed,1,4.1
SESSION00420,Graduate,Biology,2024-12-26,12.02,3,Writing,4,Assignment Completed,1,2.9
SESSION00421,Undergraduate,Math,2024-11-22,3.64,1,Coding,2,Idea Drafted,0,2.0
SESSION00422,Undergraduate,Biology,2024-10-06,41.64,20,Homework Help,3,Assignment Completed,0,4.5
SESSION00423,Undergraduate,History,2024-08-25,29.96,8,Writing,4,Idea Drafted,0,4.7
SESSION00424,Undergraduate,Math,2024-12-27,40.96,12,Brainstorming,4,Gave Up,1,4.3
SESSION00425,High School,Engineering,2024-09-17,19.56,6,Studying,2,Assignment Completed,1,2.0
SESSION00426,Graduate,Engineering,2024-12-11,21.57,6,Homework Help,3,Assignment Completed,0,2.3
SESSION00427,Graduate,Business,2025-06-10,11.4,5,Writing,3,Assignment Completed,1,2.4
SESSION00428,Undergraduate,Biology,2024-08-14,33.76,6,Writing,4,Gave Up,0,4.0
SESSION00429,Graduate,Business,2024-06-30,68.09,28,Homework Help,5,Assignment Completed,0,5.0
SESSION00430,Graduate,Business,2025-04-23,92.76,31,Homework Help,2,Idea Drafted,1,1.6
SESSION00431,Undergraduate,Math,2024-09-23,16.97,3,Studying,4,Assignment Completed,1,3.8
SESSION00432,Undergraduate,Business,2025-03-01,7.47,1,Homework Help,3,Gave Up,0,2.6
SESSION00433,High School,Computer Science,2024-12-29,27.61,7,Writing,2,Assignment Completed,1,1.3
SESSION00434,Undergraduate,History,2024-11-20,20.6,6,Studying,2,Confused,0,2.0
SESSION00435,Graduate,Psychology,2024-09-17,17.54,4,Writing,5,Assignment Completed,1,4.7
SESSION00436,Undergraduate,Computer Science,2025-01-24,31.93,15,Coding,3,Confused,0,2.6
SESSION00437,High School,Psychology,2025-01-07,26.93,9,Coding,4,Confused,0,3.6
SESSION00438,Graduate,Computer Science,2025-02-28,20.33,4,Coding,3,Assignment Completed,1,3.0
SESSION00439,High School,Computer Science,2025-06-21,11.36,2,Studying,3,Assignment Completed,1,4.0
SESSION00440,Undergraduate,Computer Science,2024-08-19,7.84,1,Studying,4,Idea Drafted,1,5.0
SESSION00441,Undergraduate,Psychology,2024-08-05,20.59,8,Writing,3,Assignment Completed,0,2.3
SESSION00442,Undergraduate,Math,2024-10-05,18.72,7,Homework Help,5,Assignment Completed,1,4.3
SESSION00443,Graduate,Engineering,2025-03-31,18.87,8,Coding,3,Idea Drafted,1,3.9
SESSION00444,Undergraduate,Computer Science,2024-11-15,11.1,2,Writing,2,Assignment Completed,1,1.8
SESSION00445,Undergraduate,Math,2025-01-12,1.4,1,Homework Help,3,Gave Up,0,2.3
SESSION00446,Undergraduate,Engineering,2024-09-30,1.25,1,Writing,4,Assignment Completed,1,4.5
SESSION00447,Undergraduate,Psychology,2025-03-18,23.69,6,Coding,4,Idea Drafted,1,4.0
SESSION00448,Undergraduate,Engineering,2024-08-01,27.31,6,Coding,3,Assignment Completed,1,2.3
SESSION00449,Undergraduate,Psychology,2024-10-07,4.03,1,Brainstorming,3,Assignment Completed,1,2.5
SESSION00450,Undergraduate,Business,2025-05-24,19.75,4,Coding,3,Assignment Completed,1,4.3
SESSION00451,Undergraduate,Engineering,2025-03-06,11.61,4,Homework Help,2,Idea Drafted,1,2.3
SESSION00452,Graduate,Biology,2025-01-10,22.5,10,Studying,3,Confused,0,4.9
SESSION00453,Undergraduate,Engineering,2025-04-30,22.48,9,Coding,3,Gave Up,1,2.3
SESSION00454,Undergraduate,Engineering,2024-10-22,8.93,2,Writing,3,Assignment Completed,1,4.0
SESSION00455,High School,Engineering,2025-04-09,5.1,1,Writing,5,Assignment Completed,1,4.1
SESSION00456,Graduate,Psychology,2024-11-27,31.16,14,Writing,3,Assignment Completed,1,2.6
SESSION00457,Graduate,Math,2024-07-01,13.58,2,Writing,3,Confused,0,3.7
SESSION00458,Graduate,Math,2024-07-18,17.76,4,Homework Help,2,Assignment Completed,1,2.5
SESSION00459,Graduate,Engineering,2025-01-30,6.17,1,Coding,3,Idea Drafted,1,4.6
SESSION00460,Graduate,Biology,2025-06-02,21.22,4,Writing,4,Assignment Completed,1,3.0
SESSION00461,Undergraduate,Business,2024-08-04,11.57,4,Coding,3,Assignment Completed,0,1.4
SESSION00462,Graduate,Psychology,2024-09-25,30.38,14,Coding,3,Assignment Completed,1,2.5
SESSION00463,Undergraduate,History,2025-06-08,47.81,20,Studying,4,Confused,0,3.1
SESSION00464,Undergraduate,History,2024-10-11,13.14,4,Writing,5,Assignment Completed,0,4.8
SESSION00465,High School,Math,2024-09-29,1.38,1,Studying,3,Assignment Completed,1,3.6
SESSION00466,Undergraduate,Math,2025-05-04,36.05,8,Writing,3,Assignment Completed,1,3.3
SESSION00467,Undergraduate,History,2024-09-26,0.94,1,Coding,3,Assignment Completed,1,4.5
SESSION00468,Undergraduate,History,2025-04-14,17.44,4,Studying,3,Gave Up,1,2.5
SESSION00469,Graduate,Biology,2025-03-10,14.24,4,Writing,5,Idea Drafted,1,5.0
SESSION00470,High School,Engineering,2025-06-20,5.23,1,Studying,5,Idea Drafted,0,4.5
SESSION00471,Undergraduate,Psychology,2025-01-25,11.23,3,Coding,2,Assignment Completed,1,1.4
SESSION00472,Undergraduate,Business,2025-05-22,17.09,3,Research,3,Confused,1,4.2
SESSION00473,Undergraduate,Business,2025-02-17,24.63,4,Coding,4,Idea Drafted,0,5.0
SESSION00474,Undergraduate,Computer Science,2025-02-02,4.78,1,Research,3,Assignment Completed,1,3.3
SESSION00475,Graduate,History,2025-04-30,18.57,4,Homework Help,4,Assignment Completed,0,3.7
SESSION00476,Undergraduate,Business,2025-06-18,8.41,2,Brainstorming,3,Idea Drafted,1,2.3
SESSION00477,Graduate,Business,2025-01-15,4.79,1,Studying,4,Idea Drafted,1,3.4
SESSION00478,Undergraduate,Engineering,2025-06-17,3.51,1,Writing,3,Assignment Completed,0,3.9
SESSION00479,Undergraduate,Math,2024-09-03,13.31,3,Studying,2,Idea Drafted,1,1.0
SESSION00480,Undergraduate,Engineering,2025-02-22,10.77,2,Studying,3,Idea Drafted,1,3.7
SESSION00481,High School,Business,2025-01-03,5.43,2,Studying,4,Gave Up,1,4.5
SESSION00482,Graduate,Biology,2025-01-15,17.2,6,Homework Help,1,Idea Drafted,1,1.0
SESSION00483,Graduate,History,2024-06-25,11.35,2,Homework Help,2,Assignment Completed,1,2.3
SESSION00484,Graduate,Engineering,2024-08-20,48.43,13,Coding,4,Idea Drafted,1,3.9
SESSION00485,Graduate,Math,2024-07-01,20.67,4,Homework Help,4,Confused,1,4.6
SESSION00486,Graduate,History,2024-10-29,19.91,4,Studying,4,Idea Drafted,1,2.9
SESSION00487,Undergraduate,Biology,2025-04-18,6.9,1,Studying,3,Confused,0,4.3
SESSION00488,Undergraduate,Business,2025-03-18,50.52,12,Coding,3,Assignment Completed,1,3.4
SESSION00489,High School,Psychology,2025-04-18,41.71,8,Coding,3,Assignment Completed,1,2.9
SESSION00490,Undergraduate,Engineering,2025-01-25,17.68,4,Homework Help,5,Idea Drafted,1,5.0
SESSION00491,Undergraduate,Computer Science,2024-12-04,16.15,6,Homework Help,3,Assignment Completed,1,2.2
SESSION00492,Undergraduate,Engineering,2025-01-30,14.78,3,Writing,4,Gave Up,1,3.1
SESSION00493,Graduate,Psychology,2024-11-03,8.91,2,Studying,3,Assignment Completed,0,3.5
SESSION00494,Undergraduate,History,2024-06-24,6.15,1,Studying,2,Idea Drafted,1,2.2
SESSION00495,Undergraduate,Business,2024-12-27,12.57,2,Brainstorming,3,Confused,0,4.3
SESSION00496,High School,Business,2024-09-07,27.04,11,Homework Help,5,Idea Drafted,0,4.2
SESSION00497,Undergraduate,Computer Science,2024-09-04,19.51,5,Coding,3,Assignment Completed,1,4.4
SESSION00498,Undergraduate,Math,2024-08-05,22.96,6,Homework Help,4,Assignment Completed,1,5.0
SESSION00499,Undergraduate,Math,2025-04-04,16.77,5,Writing,2,Assignment Completed,1,1.1
SESSION00500,High School,Biology,2024-10-20,21.51,4,Writing,3,Idea Drafted,1,2.1
