SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,TaskType_Brainstorming,TaskType_Coding,TaskType_Homework Help,TaskType_Research,TaskType_Studying,TaskType_Writing
SESSION02612,2,Computer Science,2024-10-27,14.47,5,2,0,1,1.0,False,False,True,False,False,False
SESSION02613,2,Biology,2024-11-03,4.04,1,3,3,1,2.4,False,True,False,False,False,False
SESSION02614,3,Biology,2024-12-27,8.05,3,4,3,1,4.2,False,False,False,False,True,False
SESSION02615,2,Math,2024-07-07,4.63,1,3,2,1,2.1,False,False,False,False,False,True
SESSION02616,2,Math,2025-01-12,20.13,6,3,3,1,2.6,False,False,False,False,True,False
SESSION02617,2,History,2024-09-11,10.48,2,2,2,1,1.3,False,True,False,False,False,False
SESSION02618,2,Business,2025-02-24,3.79,1,4,1,0,3.8,False,False,False,False,False,True
SESSION02619,2,Business,2025-02-24,7.69,1,3,3,1,2.1,False,False,True,False,False,False
SESSION02620,3,Biology,2024-12-06,10.04,3,4,3,0,4.2,False,True,False,False,False,False
SESSION02621,1,Engineering,2025-01-25,13.23,3,3,2,1,4.4,False,False,False,False,True,False
SESSION02622,2,Biology,2025-04-06,20.43,9,4,3,1,4.3,True,False,False,False,False,False
SESSION02623,2,History,2024-09-02,9.98,3,5,2,1,5.0,False,False,False,False,True,False
SESSION02624,1,Math,2025-03-15,2.22,1,4,1,0,3.7,False,False,False,False,False,True
SESSION02625,2,Business,2024-08-01,12.55,4,4,2,1,5.0,False,True,False,False,False,False
SESSION02626,2,History,2024-10-12,28.46,8,5,1,0,4.4,False,False,False,True,False,False
SESSION02627,2,Business,2024-10-19,69.81,22,4,3,1,5.0,False,True,False,False,False,False
SESSION02628,2,Biology,2024-10-12,12.81,3,4,2,1,4.0,False,False,False,False,False,True
SESSION02629,2,History,2025-05-20,6.99,1,3,3,1,2.7,False,True,False,False,False,False
SESSION02630,1,Biology,2025-01-11,9.69,3,4,1,1,2.8,False,True,False,False,False,False
SESSION02631,2,Psychology,2025-01-13,24.72,9,3,3,1,2.8,False,False,False,False,True,False
SESSION02632,2,Computer Science,2025-02-18,36.35,7,5,3,1,5.0,False,True,False,False,False,False
SESSION02633,2,History,2024-11-19,13.54,4,4,2,1,3.3,False,False,False,False,False,True
SESSION02634,1,Math,2024-11-20,51.88,15,4,2,1,4.4,True,False,False,False,False,False
SESSION02635,2,Psychology,2025-02-06,8.43,3,3,2,1,3.4,False,True,False,False,False,False
SESSION02636,2,History,2025-02-19,9.89,2,2,1,0,1.3,False,False,False,False,True,False
SESSION02637,2,Computer Science,2025-03-29,29.75,12,3,3,0,2.0,False,False,False,True,False,False
SESSION02638,1,Biology,2024-12-31,21.24,4,4,2,1,4.1,False,False,False,False,True,False
SESSION02639,1,Math,2024-08-18,4.21,1,4,2,1,3.2,False,False,False,False,False,True
SESSION02640,2,Business,2025-01-04,17.69,4,3,2,1,3.9,False,False,False,False,True,False
SESSION02641,3,Engineering,2025-05-20,18.67,8,4,3,1,4.6,False,False,False,False,False,True
SESSION02642,3,Computer Science,2025-03-19,5.17,1,4,3,1,4.3,False,True,False,False,False,False
SESSION02643,2,Psychology,2025-06-22,29.67,7,4,3,1,4.4,False,True,False,False,False,False
SESSION02644,1,Math,2024-09-18,13.73,6,3,3,1,2.4,False,True,False,False,False,False
SESSION02645,2,Business,2024-12-05,19.04,7,3,2,1,3.4,False,False,False,False,False,True
SESSION02646,2,Business,2024-12-15,22.73,8,3,0,0,3.6,False,True,False,False,False,False
SESSION02647,2,Engineering,2025-06-08,49.81,11,3,2,0,2.9,False,False,False,True,False,False
SESSION02648,2,Computer Science,2025-02-26,19.71,4,4,1,0,4.2,False,True,False,False,False,False
SESSION02649,1,Psychology,2025-04-26,35.88,13,3,2,0,2.2,False,False,False,False,True,False
SESSION02650,2,Engineering,2024-12-12,8.48,2,3,2,1,2.9,False,False,True,False,False,False
SESSION02651,2,History,2025-03-30,42.19,8,3,3,1,2.2,False,False,False,False,False,True
SESSION02652,2,Math,2024-10-15,10.21,4,3,3,1,3.9,False,False,False,False,False,True
SESSION02653,3,Computer Science,2025-02-28,34.52,9,2,3,1,1.0,False,False,True,False,False,False
SESSION02654,1,Biology,2024-12-01,17.28,6,3,3,1,4.0,False,True,False,False,False,False
SESSION02655,1,Engineering,2024-08-21,22.2,5,4,1,0,3.2,False,True,False,False,False,False
SESSION02656,3,History,2025-04-10,10.27,3,2,3,0,3.2,False,False,False,False,False,True
SESSION02657,2,Math,2024-06-26,8.61,1,4,2,1,5.0,False,True,False,False,False,False
SESSION02658,3,Psychology,2024-08-13,19.44,6,4,3,1,4.9,False,False,True,False,False,False
SESSION02659,2,Math,2024-11-13,18.85,4,2,3,1,1.0,False,False,False,False,False,True
SESSION02660,2,Business,2025-05-18,3.97,1,5,3,0,3.6,False,False,False,False,True,False
SESSION02661,3,History,2025-01-10,6.11,1,5,2,1,3.7,False,True,False,False,False,False
SESSION02662,3,History,2025-04-06,17.11,4,5,3,1,5.0,False,True,False,False,False,False
SESSION02663,2,Psychology,2025-03-24,15.72,3,4,3,1,5.0,False,False,False,False,False,True
SESSION02664,2,Psychology,2024-08-28,8.94,2,4,3,1,5.0,False,False,True,False,False,False
SESSION02665,2,Business,2025-06-15,16.06,4,4,3,1,3.5,False,False,False,False,False,True
SESSION02666,3,Engineering,2024-11-14,20.38,4,3,0,1,2.6,False,False,False,False,True,False
SESSION02667,2,Biology,2024-10-13,2.63,1,4,2,0,4.5,True,False,False,False,False,False
SESSION02668,2,History,2024-09-13,23.86,5,3,3,1,2.9,False,False,True,False,False,False
SESSION02669,1,Psychology,2024-07-21,14.49,3,4,3,1,4.1,False,False,False,False,True,False
SESSION02670,2,Business,2025-01-14,21.51,4,3,3,1,2.9,False,False,False,False,False,True
SESSION02671,2,Engineering,2024-09-16,27.75,11,3,2,1,4.1,False,False,False,False,False,True
SESSION02672,1,Biology,2025-05-02,6.96,3,4,3,1,4.6,False,False,False,False,True,False
SESSION02673,3,History,2025-05-05,38.89,11,3,0,0,4.5,False,False,False,False,True,False
SESSION02674,2,History,2024-08-30,20.97,5,4,2,0,4.3,False,False,False,False,True,False
SESSION02675,2,Psychology,2025-03-25,24.15,5,3,2,1,3.5,False,False,False,False,True,False
SESSION02676,2,Engineering,2025-01-21,11.48,5,3,3,1,3.0,False,False,True,False,False,False
SESSION02677,2,Computer Science,2025-05-03,22.18,10,3,2,1,2.2,False,False,False,False,True,False
SESSION02678,3,Math,2025-05-07,12.57,2,5,2,1,4.9,False,False,False,False,False,True
SESSION02679,1,Computer Science,2024-08-04,8.21,2,4,1,0,3.7,False,False,False,False,True,False
SESSION02680,3,Math,2025-04-06,18.36,4,5,3,1,4.7,False,True,False,False,False,False
SESSION02681,2,Computer Science,2024-08-14,21.35,8,4,3,1,5.0,False,True,False,False,False,False
SESSION02682,2,Business,2024-09-05,22.71,9,4,2,0,3.7,False,False,False,False,False,True
SESSION02683,2,Business,2025-05-14,12.09,2,3,1,1,1.9,False,False,True,False,False,False
SESSION02684,1,Math,2024-07-18,17.0,3,2,3,1,3.4,False,False,False,False,True,False
SESSION02685,1,Engineering,2024-08-12,18.46,3,5,3,1,5.0,False,False,True,False,False,False
SESSION02686,3,Psychology,2024-09-09,49.37,11,3,3,1,2.9,False,False,True,False,False,False
SESSION02687,1,Biology,2025-02-14,6.81,1,4,2,0,2.6,False,False,False,False,False,True
SESSION02688,2,Computer Science,2024-08-18,51.67,19,4,1,0,4.0,False,False,False,False,False,True
SESSION02689,1,Engineering,2025-05-31,36.73,8,4,3,1,4.4,False,False,True,False,False,False
SESSION02690,2,Psychology,2025-05-16,15.22,4,4,3,1,2.9,False,False,True,False,False,False
SESSION02691,2,Computer Science,2025-03-01,28.09,10,3,3,1,4.3,False,False,False,False,False,True
SESSION02692,2,Psychology,2024-06-26,4.79,1,2,3,1,2.1,False,False,False,False,False,True
SESSION02693,3,Engineering,2025-02-22,5.59,2,3,3,1,2.1,False,True,False,False,False,False
SESSION02694,3,Business,2024-10-20,8.78,2,3,1,0,2.4,False,False,False,False,False,True
SESSION02695,2,Biology,2025-02-21,44.9,10,4,2,1,4.0,False,False,False,False,False,True
SESSION02696,3,Engineering,2024-07-29,5.8,2,5,3,1,4.5,False,False,True,False,False,False
SESSION02697,2,Psychology,2024-07-16,38.1,7,3,0,1,3.9,False,False,False,True,False,False
SESSION02698,2,Computer Science,2024-11-17,28.7,6,3,0,1,2.9,False,False,False,False,True,False
SESSION02699,1,Engineering,2025-04-06,52.17,20,3,3,0,2.8,False,False,True,False,False,False
SESSION02700,3,Math,2024-06-27,5.13,1,4,0,1,4.4,False,False,False,False,False,True
SESSION02701,2,Engineering,2025-06-02,9.01,4,4,0,0,5.0,False,False,False,False,True,False
SESSION02702,3,Biology,2024-07-28,20.69,8,4,2,1,5.0,False,False,False,False,True,False
SESSION02703,2,Engineering,2025-01-11,20.22,9,2,3,1,3.1,False,False,False,False,True,False
SESSION02704,2,Engineering,2024-09-27,0.43,1,3,2,1,3.2,False,False,False,False,False,True
SESSION02705,2,History,2024-12-02,8.87,4,3,2,1,1.8,False,False,False,False,True,False
SESSION02706,2,Computer Science,2024-10-03,24.31,10,3,0,1,4.4,False,False,False,True,False,False
SESSION02707,3,Engineering,2024-12-31,31.64,9,4,3,1,3.9,False,False,True,False,False,False
SESSION02708,2,Computer Science,2024-08-25,41.84,10,4,1,0,3.9,False,False,False,False,False,True
SESSION02709,2,Psychology,2024-09-11,17.74,6,4,2,1,4.7,False,False,False,False,False,True
SESSION02710,2,Computer Science,2025-03-29,7.22,2,2,0,0,1.9,False,False,False,False,True,False
SESSION02711,2,Math,2025-01-24,5.05,1,1,1,0,1.1,False,False,False,False,False,True
SESSION02712,3,Psychology,2024-12-20,6.83,2,4,3,1,3.8,True,False,False,False,False,False
SESSION02713,2,Psychology,2024-11-04,16.56,6,4,3,1,5.0,False,False,False,False,False,True
SESSION02714,2,Psychology,2024-07-03,12.23,4,3,3,1,2.3,False,False,False,False,False,True
SESSION02715,2,Engineering,2025-01-16,25.07,7,2,3,1,2.8,False,False,False,False,False,True
SESSION02716,1,Biology,2024-08-27,33.14,15,3,2,1,3.4,False,False,False,True,False,False
SESSION02717,2,Engineering,2025-04-17,20.9,5,5,2,1,4.0,False,True,False,False,False,False
SESSION02718,2,Computer Science,2024-12-24,64.75,20,3,3,0,3.5,False,False,True,False,False,False
SESSION02719,2,Engineering,2024-11-27,14.76,7,5,3,0,5.0,False,False,False,False,False,True
SESSION02720,1,Business,2025-01-11,48.26,10,4,1,0,3.9,False,False,False,True,False,False
SESSION02721,2,Computer Science,2025-03-25,18.32,8,2,1,1,1.9,False,True,False,False,False,False
SESSION02722,2,Engineering,2024-07-27,15.44,3,5,3,1,4.2,False,False,True,False,False,False
SESSION02723,3,Business,2025-03-09,57.08,12,4,2,1,4.0,False,True,False,False,False,False
SESSION02724,2,Engineering,2024-12-18,17.44,7,4,3,1,4.5,False,False,False,False,False,True
SESSION02725,3,Math,2024-08-31,45.86,11,2,3,1,1.8,False,False,False,False,True,False
SESSION02726,1,Computer Science,2025-04-25,6.74,3,4,3,1,3.9,False,True,False,False,False,False
SESSION02727,1,Business,2024-09-02,16.93,3,4,3,1,4.3,False,False,False,False,True,False
SESSION02728,2,Math,2025-06-08,13.54,3,4,1,0,2.9,False,False,False,False,True,False
SESSION02729,2,Biology,2024-11-06,13.64,3,3,3,0,3.4,False,False,False,False,False,True
SESSION02730,3,Biology,2024-12-27,11.61,2,2,2,1,3.2,False,True,False,False,False,False
SESSION02731,2,History,2024-12-21,28.69,7,1,3,1,1.3,False,True,False,False,False,False
SESSION02732,1,Psychology,2024-10-26,16.88,6,5,3,1,5.0,False,False,False,False,False,True
SESSION02733,2,Psychology,2024-10-03,20.52,4,3,3,1,3.7,False,False,True,False,False,False
SESSION02734,2,Psychology,2025-04-10,26.13,12,5,2,1,5.0,False,False,True,False,False,False
SESSION02735,2,Computer Science,2024-11-12,27.73,8,4,0,0,5.0,False,False,True,False,False,False
SESSION02736,2,Computer Science,2025-01-28,24.67,6,4,2,1,3.9,True,False,False,False,False,False
SESSION02737,3,Psychology,2025-02-22,17.32,8,2,3,1,2.4,False,False,False,False,False,True
SESSION02738,2,Math,2024-10-05,12.89,3,4,3,1,3.8,False,False,True,False,False,False
SESSION02739,2,Math,2024-12-28,7.93,2,4,2,1,4.1,True,False,False,False,False,False
SESSION02740,1,Math,2024-08-15,23.25,10,4,3,1,4.4,False,True,False,False,False,False
SESSION02741,2,Psychology,2024-11-18,15.94,4,3,1,0,3.3,False,False,False,False,True,False
SESSION02742,1,Computer Science,2024-08-23,7.94,2,3,3,1,2.7,False,False,True,False,False,False
SESSION02743,1,History,2025-05-25,3.07,1,4,3,1,3.3,False,False,True,False,False,False
SESSION02744,2,History,2025-01-31,25.69,7,3,2,1,2.5,False,False,False,True,False,False
SESSION02745,2,Engineering,2025-06-24,26.02,8,5,2,0,5.0,False,True,False,False,False,False
SESSION02746,2,Business,2024-07-06,33.28,9,4,1,0,4.4,False,False,False,True,False,False
SESSION02747,3,Engineering,2024-10-28,8.73,3,4,3,1,3.2,False,False,False,False,False,True
SESSION02748,2,Math,2024-08-18,34.78,11,3,3,1,3.8,False,False,False,False,False,True
SESSION02749,2,Business,2025-02-19,12.03,4,2,3,1,2.6,False,False,False,False,False,True
SESSION02750,2,Business,2024-07-29,22.39,5,4,2,0,5.0,True,False,False,False,False,False
SESSION02751,2,History,2025-01-08,13.77,4,4,2,1,3.9,True,False,False,False,False,False
SESSION02752,2,Computer Science,2025-05-07,18.79,5,4,2,1,3.5,False,False,False,False,True,False
SESSION02753,2,Biology,2025-04-21,9.46,2,4,3,1,5.0,False,True,False,False,False,False
SESSION02754,2,Biology,2025-05-22,21.39,6,4,3,1,3.4,False,False,False,False,False,True
SESSION02755,2,Psychology,2025-03-11,13.05,3,4,3,1,4.0,False,True,False,False,False,False
SESSION02756,2,Computer Science,2025-04-08,7.78,1,4,2,1,5.0,False,False,False,False,False,True
SESSION02757,3,Biology,2024-12-17,38.28,13,4,3,1,5.0,False,False,False,False,True,False
SESSION02758,3,Math,2024-11-19,13.4,3,3,1,0,3.2,False,False,False,True,False,False
SESSION02759,1,Psychology,2025-06-08,12.51,3,4,2,1,3.8,False,False,False,False,False,True
SESSION02760,2,Computer Science,2025-03-06,61.74,17,4,3,1,3.5,False,False,True,False,False,False
SESSION02761,3,Computer Science,2025-01-25,16.18,5,3,2,1,2.5,False,False,True,False,False,False
SESSION02762,2,Engineering,2024-09-25,24.75,5,4,3,1,4.1,False,True,False,False,False,False
SESSION02763,2,History,2025-04-03,31.94,15,3,2,1,3.7,False,True,False,False,False,False
SESSION02764,2,Psychology,2024-08-02,2.32,1,5,1,0,5.0,False,False,False,True,False,False
SESSION02765,2,Psychology,2024-11-23,36.11,7,3,3,1,3.5,False,False,True,False,False,False
SESSION02766,2,History,2024-07-14,12.44,5,3,1,1,2.6,False,False,True,False,False,False
SESSION02767,2,Biology,2025-01-23,31.46,7,4,2,1,3.5,False,False,False,False,True,False
SESSION02768,2,Business,2025-05-27,51.81,12,4,3,1,3.2,False,True,False,False,False,False
SESSION02769,3,Engineering,2024-09-02,12.5,2,5,3,1,4.8,False,False,True,False,False,False
SESSION02770,3,Computer Science,2025-03-29,26.02,7,2,2,1,2.6,False,False,False,False,False,True
SESSION02771,2,Business,2024-12-11,32.13,11,2,1,0,2.2,False,True,False,False,False,False
SESSION02772,2,Math,2024-08-09,63.58,21,4,2,0,3.8,False,False,False,False,False,True
SESSION02773,2,Psychology,2025-03-01,35.04,15,3,3,1,3.3,False,False,False,False,False,True
SESSION02774,2,Business,2024-12-23,56.87,15,3,3,1,4.1,False,False,False,False,False,True
SESSION02775,1,Computer Science,2024-08-31,29.33,6,3,3,1,2.0,False,False,False,False,True,False
SESSION02776,2,Math,2024-07-18,23.82,4,3,3,1,3.5,False,False,False,False,False,True
SESSION02777,2,Engineering,2024-12-18,43.6,10,4,2,1,5.0,False,True,False,False,False,False
SESSION02778,2,Computer Science,2025-03-17,28.23,9,5,2,1,5.0,False,False,False,False,False,True
SESSION02779,3,Engineering,2024-09-15,26.08,12,4,3,1,5.0,False,False,True,False,False,False
SESSION02780,3,Biology,2024-09-09,28.75,6,5,2,0,4.4,False,False,False,False,False,True
SESSION02781,1,Business,2024-12-13,13.66,4,4,3,0,4.4,False,False,True,False,False,False
SESSION02782,3,Biology,2025-04-25,44.65,13,3,3,1,1.9,False,False,True,False,False,False
SESSION02783,2,Biology,2025-03-29,12.06,4,4,3,1,5.0,False,False,True,False,False,False
SESSION02784,2,Psychology,2025-04-02,8.28,2,4,2,1,4.8,False,False,False,True,False,False
SESSION02785,2,Computer Science,2024-09-16,18.53,6,3,1,1,3.2,False,True,False,False,False,False
SESSION02786,1,Psychology,2025-06-18,3.41,1,5,2,0,4.4,False,False,False,False,True,False
SESSION02787,2,Psychology,2025-01-29,22.46,8,3,3,1,3.4,False,False,False,False,True,False
SESSION02788,2,Psychology,2025-03-05,7.16,2,1,2,1,1.9,False,False,False,False,False,True
SESSION02789,2,History,2025-02-05,21.09,4,4,3,1,4.0,False,True,False,False,False,False
SESSION02790,2,Engineering,2024-09-04,27.57,10,2,2,1,1.6,False,False,False,False,True,False
SESSION02791,1,History,2025-05-15,5.68,1,4,2,1,4.2,False,False,False,False,False,True
SESSION02792,1,Math,2025-06-18,16.52,3,5,3,0,4.3,False,False,False,False,False,True
SESSION02793,2,Business,2024-07-05,24.38,5,4,3,1,3.7,False,False,True,False,False,False
SESSION02794,1,Engineering,2024-10-28,34.87,10,5,2,1,4.1,False,False,False,False,True,False
SESSION02795,1,Biology,2024-09-02,9.43,3,4,3,1,4.1,False,False,False,False,True,False
SESSION02796,1,Business,2024-08-30,8.83,2,1,2,1,1.0,False,False,False,False,False,True
SESSION02797,3,Biology,2024-08-23,16.67,7,3,0,0,3.3,False,False,False,False,False,True
SESSION02798,2,Computer Science,2025-02-02,0.84,1,4,3,1,3.6,False,False,False,False,False,True
SESSION02799,2,Biology,2025-01-30,39.61,12,4,2,1,3.0,False,False,False,False,False,True
SESSION02800,2,Engineering,2025-06-12,18.82,9,2,0,0,2.7,False,False,False,True,False,False
SESSION02801,2,History,2025-02-17,7.83,2,2,3,0,1.6,False,False,False,False,True,False
SESSION02802,3,Business,2024-09-15,6.71,1,4,3,1,4.5,True,False,False,False,False,False
SESSION02803,2,Psychology,2025-04-07,45.54,20,4,2,1,4.1,True,False,False,False,False,False
SESSION02804,2,Psychology,2024-11-30,11.08,3,4,3,1,4.1,False,True,False,False,False,False
SESSION02805,1,Computer Science,2025-06-01,22.58,9,2,3,0,2.4,False,False,False,False,True,False
SESSION02806,1,Business,2024-08-29,10.46,2,5,3,0,5.0,False,False,True,False,False,False
SESSION02807,1,Business,2024-08-02,11.09,2,4,2,1,2.6,True,False,False,False,False,False
SESSION02808,2,Biology,2025-04-04,2.27,1,3,3,1,1.9,False,False,False,True,False,False
SESSION02809,2,Engineering,2024-12-06,17.9,4,3,2,0,2.3,False,False,True,False,False,False
SESSION02810,1,Psychology,2025-04-30,31.16,11,4,3,1,4.6,False,False,True,False,False,False
SESSION02811,2,Business,2024-10-28,9.87,2,2,3,0,2.4,False,False,False,True,False,False
SESSION02812,1,Math,2025-03-06,20.0,6,3,3,1,2.8,False,False,False,True,False,False
SESSION02813,2,Business,2025-05-21,4.97,1,2,2,1,1.0,False,False,False,False,False,True
SESSION02814,2,Engineering,2025-02-06,41.58,16,5,1,0,5.0,False,False,True,False,False,False
SESSION02815,2,Biology,2024-07-23,37.49,12,5,0,0,5.0,False,False,False,False,False,True
SESSION02816,2,Math,2025-02-27,2.79,1,4,2,1,4.8,False,False,False,False,True,False
SESSION02817,1,Psychology,2024-10-19,14.77,3,4,3,1,2.3,False,False,False,False,False,True
SESSION02818,2,Psychology,2024-09-23,1.87,1,3,1,0,3.0,False,False,True,False,False,False
SESSION02819,2,Psychology,2025-01-24,13.69,6,3,3,1,2.5,False,False,False,False,True,False
SESSION02820,2,Engineering,2025-01-23,9.54,2,3,1,1,2.3,False,False,False,False,True,False
SESSION02821,2,History,2024-08-18,40.78,8,2,3,0,1.0,False,True,False,False,False,False
SESSION02822,1,Engineering,2024-09-23,13.33,2,3,3,1,3.1,False,False,False,False,True,False
SESSION02823,2,Math,2025-06-07,16.95,4,3,1,1,3.1,False,False,False,True,False,False
SESSION02824,3,Engineering,2024-08-27,39.25,8,5,3,1,4.0,False,False,False,False,False,True
SESSION02825,1,Psychology,2024-10-28,14.29,5,2,3,1,1.0,False,False,False,False,False,True
SESSION02826,2,History,2025-03-04,16.49,6,2,3,1,2.8,False,False,False,False,False,True
SESSION02827,2,History,2024-11-12,10.96,3,3,2,1,3.4,False,False,True,False,False,False
SESSION02828,2,Computer Science,2025-03-23,7.76,2,4,3,1,3.4,False,True,False,False,False,False
SESSION02829,2,Psychology,2024-09-26,10.57,3,2,3,1,1.5,False,False,True,False,False,False
SESSION02830,2,History,2025-04-26,19.62,5,5,1,0,4.1,False,False,False,False,False,True
SESSION02831,2,Computer Science,2025-02-03,34.45,9,2,0,0,1.3,False,False,False,True,False,False
SESSION02832,1,Computer Science,2025-05-22,26.38,5,4,2,1,4.4,False,False,False,False,True,False
SESSION02833,2,Math,2025-06-06,7.75,2,4,3,1,3.1,False,True,False,False,False,False
SESSION02834,2,Computer Science,2025-01-19,26.51,5,4,2,1,4.6,False,True,False,False,False,False
SESSION02835,2,Business,2024-09-10,12.72,4,3,3,0,3.3,False,True,False,False,False,False
SESSION02836,2,History,2024-10-26,23.45,5,5,3,1,5.0,False,False,False,False,True,False
SESSION02837,2,Engineering,2025-01-25,35.96,9,5,2,0,3.3,False,False,False,False,False,True
SESSION02838,2,Math,2025-06-23,12.7,3,2,1,1,3.0,False,False,False,False,False,True
SESSION02839,2,Computer Science,2024-10-21,15.8,3,4,1,0,4.4,False,False,False,False,True,False
SESSION02840,2,Engineering,2024-10-05,19.07,4,5,3,1,5.0,False,False,True,False,False,False
SESSION02841,2,Psychology,2024-12-03,15.94,4,4,3,1,3.0,False,False,False,False,False,True
SESSION02842,2,Biology,2024-08-10,17.39,5,2,1,0,1.2,False,False,True,False,False,False
SESSION02843,2,Computer Science,2024-12-30,23.92,5,3,3,1,2.9,False,False,False,False,False,True
SESSION02844,3,Business,2025-04-01,1.18,1,5,2,1,3.7,False,False,False,False,True,False
SESSION02845,2,Biology,2025-03-01,21.68,5,3,1,0,3.0,False,False,False,False,False,True
SESSION02846,2,Math,2024-12-20,5.29,1,3,2,1,1.6,False,False,True,False,False,False
SESSION02847,1,Math,2025-04-06,6.39,1,4,3,1,4.7,False,False,True,False,False,False
SESSION02848,1,Math,2025-04-08,30.33,8,2,3,0,1.8,False,True,False,False,False,False
SESSION02849,2,Psychology,2025-06-01,3.08,1,4,1,0,3.7,False,False,True,False,False,False
SESSION02850,3,Biology,2025-01-01,18.57,9,3,3,1,2.6,False,True,False,False,False,False
SESSION02851,3,Engineering,2024-09-16,29.36,8,4,3,1,4.4,False,False,False,False,False,True
SESSION02852,3,History,2024-08-25,50.3,18,4,3,1,3.5,False,False,False,False,False,True
SESSION02853,3,Math,2025-05-03,4.37,1,2,1,0,2.1,False,False,False,False,False,True
SESSION02854,2,History,2024-11-23,23.75,5,4,2,1,3.8,False,False,False,False,False,True
SESSION02855,2,Math,2024-10-14,13.37,4,3,3,1,2.7,False,False,False,False,False,True
SESSION02856,2,Psychology,2024-09-27,2.77,1,3,1,1,3.6,False,False,True,False,False,False
SESSION02857,2,Biology,2025-06-24,13.43,3,4,2,1,4.6,True,False,False,False,False,False
SESSION02858,1,History,2024-07-01,31.67,12,3,3,1,1.5,False,True,False,False,False,False
SESSION02859,3,History,2025-01-31,31.15,13,4,2,1,2.7,False,False,False,True,False,False
SESSION02860,3,Business,2024-10-31,26.71,7,4,0,0,3.6,False,False,True,False,False,False
SESSION02861,2,History,2024-10-03,38.81,11,3,1,1,4.0,False,False,True,False,False,False
SESSION02862,2,Engineering,2025-05-26,13.0,5,3,3,1,2.8,False,False,False,False,False,True
SESSION02863,2,Psychology,2024-09-30,4.3,1,2,2,1,1.1,False,False,False,False,False,True
SESSION02864,3,Biology,2025-02-03,26.42,6,4,2,0,2.3,False,False,False,False,False,True
SESSION02865,3,Computer Science,2025-05-04,4.63,2,4,3,1,4.5,False,False,False,False,False,True
SESSION02866,2,Biology,2025-04-20,10.32,2,4,3,1,3.2,False,True,False,False,False,False
SESSION02867,2,Engineering,2025-01-03,6.97,1,3,1,0,4.1,False,False,False,False,True,False
SESSION02868,2,Math,2025-02-16,69.17,16,4,3,1,4.5,False,False,False,True,False,False
SESSION02869,2,Biology,2025-03-28,20.02,4,3,3,0,3.0,False,False,False,False,False,True
SESSION02870,1,History,2025-04-01,9.66,3,2,3,1,1.1,False,False,True,False,False,False
SESSION02871,3,Psychology,2024-08-08,34.89,13,4,0,1,4.0,False,False,True,False,False,False
SESSION02872,2,Math,2024-09-02,14.84,5,3,2,1,2.5,False,False,False,False,False,True
SESSION02873,2,Math,2025-06-05,5.11,1,3,1,1,2.6,False,False,True,False,False,False
SESSION02874,2,Computer Science,2024-12-14,7.16,2,5,3,1,5.0,False,True,False,False,False,False
SESSION02875,2,Business,2025-02-13,4.59,1,5,3,0,4.8,False,False,False,False,False,True
SESSION02876,2,Computer Science,2025-05-10,25.99,6,3,3,1,2.2,False,False,False,False,False,True
SESSION02877,2,Computer Science,2025-05-19,9.64,3,5,0,1,5.0,False,True,False,False,False,False
SESSION02878,2,Engineering,2025-05-24,28.95,7,3,2,1,2.8,False,False,False,True,False,False
SESSION02879,3,Biology,2025-02-05,10.52,3,2,2,1,2.0,False,True,False,False,False,False
SESSION02880,3,Computer Science,2024-12-11,32.62,15,4,0,1,4.2,False,False,False,False,True,False
SESSION02881,2,Business,2024-06-25,19.22,7,4,1,0,3.4,False,False,False,True,False,False
SESSION02882,2,Biology,2024-09-04,19.61,8,5,2,1,4.9,False,False,False,False,False,True
SESSION02883,2,Computer Science,2025-01-31,9.57,2,4,2,1,4.4,False,False,True,False,False,False
SESSION02884,2,Math,2024-08-30,17.55,5,2,2,1,1.5,False,False,False,False,True,False
SESSION02885,3,History,2024-12-11,12.81,5,5,3,1,5.0,False,True,False,False,False,False
SESSION02886,2,Business,2024-07-21,22.47,8,4,3,1,4.2,False,False,False,False,False,True
SESSION02887,2,Engineering,2024-08-25,6.92,1,5,3,1,4.0,False,False,False,False,True,False
SESSION02888,3,Computer Science,2024-07-15,22.25,5,4,2,1,5.0,False,False,False,False,False,True
SESSION02889,3,Math,2024-10-30,22.66,5,4,0,0,4.7,False,False,False,False,True,False
SESSION02890,2,History,2024-09-27,15.93,7,4,2,1,3.2,False,False,False,False,False,True
SESSION02891,1,Business,2025-03-09,24.97,9,4,3,1,3.3,False,False,False,False,False,True
SESSION02892,2,Math,2025-06-08,17.98,4,3,0,0,2.8,False,False,True,False,False,False
SESSION02893,1,Engineering,2025-02-10,5.12,2,2,0,0,2.9,False,False,True,False,False,False
SESSION02894,3,Business,2024-12-22,17.28,3,5,2,1,4.9,False,True,False,False,False,False
SESSION02895,3,Business,2025-04-15,13.87,2,3,0,1,3.8,False,False,False,False,True,False
SESSION02896,3,Biology,2025-01-14,23.51,6,3,3,1,1.4,False,False,False,False,True,False
SESSION02897,2,Math,2025-06-12,32.71,7,3,3,1,1.0,False,False,True,False,False,False
SESSION02898,2,History,2025-01-03,29.66,6,4,3,1,3.3,False,True,False,False,False,False
SESSION02899,2,Psychology,2025-03-30,39.81,12,4,3,0,3.7,False,False,False,False,True,False
